District,Seat,Constituency_title,Candidate_Name,Party
Bahawalnagar,Bahawalnagar-IV,NA-169,Muhammad Ijaz Ul Haq,Pakistan Muslim League(Z)
Bahawalnagar,Bahawalnagar-IV,NA-169,Muhammad Anwar,Independent
Bahawalnagar,Bahawalnagar-IV,NA-169,Muhammad Yousaf Ghouri,All Pakistan Muslim League
Bahawalnagar,Bahawalnagar-IV,NA-169,Noor Ul Hassan Tanvir,Pakistan Muslim League(N)
Bahawalpur,Bahawalpur-I,NA-170,Syed Zeeshan Akhter,Independent
Bahawalpur,Bahawalpur-I,NA-170,Syed Irfan Ahmed Gardezi,Pakistan Peoples Party Parlimentarians
Bahawalpur,Bahawalpur-I,NA-170,Syed Waseem Akhtar,Mutthida Majlis-e-Amal pakistan
Bahawalpur,Bahawalpur-I,NA-170,Shazia Noureen,All Pakistan Muslim League
Bahawalpur,Bahawalpur-I,NA-170,Alamgir Mansha,Independent
Bahawalpur,Bahawalpur-I,NA-170,Muhammad Anwar,Independent
Bahawalpur,Bahawalpur-I,NA-170,Muhammad Baligh-Ur-Rehman,Pakistan Muslim League (N)
Bahawalpur,Bahawalpur-I,NA-170,Muhammad Usman Farooq,Independent
Bahawalpur,Bahawalpur-I,NA-170,Muhammad Farooq Azam Malik,Pakistan Tehreek-e-Insaf
Bahawalpur,Bahawalpur-I,NA-170,Mehmood Ul Hassan,Tehreek-e-Labbaik Pakistan
Bahawalpur,Bahawalpur-I,NA-170,Mian Shahid iqbal,Independent
Bahawalpur,Bahawalpur-I,NA-170,Naheed Malik,Independent
Bahawalpur,Bahawalpur-II,NA-171,Choudary Tariq Bashir Cheema,Independent
Bahawalpur,Bahawalpur-II,NA-171,Choudary Naeem-ud-Din Warraich,Pakistan Tehreek-e-Insaf
Bahawalpur,Bahawalpur-II,NA-171,Hafiz Khair Muhammad,Mutthida Majlis-e-Amal pakistan
Bahawalpur,Bahawalpur-II,NA-171,Khan Khuda Yar Khan,Tehreek-e-Labbaik Pakistan
Bahawalpur,Bahawalpur-II,NA-171,Syed Salman Ahmad Gardezi,Pakistan Peoples Party Parlimentarians
Bahawalpur,Bahawalpur-II,NA-171,Aleem Ullah Warraich,Independent
Bahawalpur,Bahawalpur-II,NA-171,Mian Riaz Hussain Pirzada,Pakistan Muslim League (N)
Bahawalpur,Bahawalpur-III,NA-172,Chaudhary Tariq bashir Cheema,Pakistan Muslim League
Bahawalpur,Bahawalpur-III,NA-172,Hamid Sufyan,Pakistan Peoples Party Parlimentarians
Bahawalpur,Bahawalpur-III,NA-172,Zulfiqar Ali,Tehreek-e-Labbaik Pakistan
Bahawalpur,Bahawalpur-III,NA-172,Saud Majeed,Pakistan Muslim League (N)
Bahawalpur,Bahawalpur-III,NA-172,Aleem Ullah Warraich,Independent
Bahawalpur,Bahawalpur-III,NA-172,Farzana Rauf,Independent
Bahawalpur,Bahawalpur-IV,NA-173,Khadeeja Aamir,Pakistan Tehreek-e-Insaf
Bahawalpur,Bahawalpur-IV,NA-173,Rukhsana Jabeen,Tehreek-e-Labbaik Pakistan
Bahawalpur,Bahawalpur-IV,NA-173,Sahidzada  Shahzain Abbasi,Independent
Bahawalpur,Bahawalpur-IV,NA-173,Muhammad Jamil ,Independent
Bahawalpur,Bahawalpur-IV,NA-173,Makhdoom Syed Ali Hassan Gillani,Pakistan Peoples Party Parlimentarians
Bahawalpur,Bahawalpur-IV,NA-173,Malik Yasir Yar Waran,Independent
Bahawalpur,Bahawalpur-IV,NA-173,Mian Najeeb Ud Din Awaisi,Pakistan Muslim League (N)
Bahawalpur,Bahawalpur-V,NA-174,Prince Bahawal Abbas Abbasi,Independent
Bahawalpur,Bahawalpur-V,NA-174,Raheem Bakhsh,Independent
Bahawalpur,Bahawalpur-V,NA-174,Sajid Hussain,Pakistan Quami Yakjehti Party
Bahawalpur,Bahawalpur-V,NA-174,Shehreen Arshad,Independent
Bahawalpur,Bahawalpur-V,NA-174,Airf Aziz Sheikh ,Independent
Bahawalpur,Bahawalpur-V,NA-174,Muhammad Saleem Mughal,Independent
Bahawalpur,Bahawalpur-V,NA-174,Makhdoom Syed Saml-Ul- Hassan Gillani,Pakistan Tehreek-e-Insaf
Bahawalpur,Bahawalpur-V,NA-174,Makhdoom Syed Ali Hassan Gillani,Pakistan Peoples Party Parlimentarians
Bahawalpur,Bahawalpur-V,NA-174,Malik Khalid Mehmood Babar,Independent
Muzaffargarh,Muzaffargarh-II,NA-182,Amaan Ullah,Independent
Muzaffargarh,Muzaffargarh-II,NA-182,Imtiaz Hussain,Independent
Muzaffargarh,Muzaffargarh-II,NA-182,Tehmina Dasti,Pakistan Tehreek-e-Insaf
Muzaffargarh,Muzaffargarh-II,NA-182,Jamshed Ahmed,Pakistan Awami Raj
Muzaffargarh,Muzaffargarh-II,NA-182,Hammad Nawaz Khan,Pakistan Muslim League (N)
Muzaffargarh,Muzaffargarh-II,NA-182,Rana Mushtaq Ahmed,Independent
Muzaffargarh,Muzaffargarh-II,NA-182,Syed Chiragh Ali Khan,Tehreek-e-Labbaik Pakistan
Muzaffargarh,Muzaffargarh-II,NA-182,Qayoom Nawaz Ali,Independent
Muzaffargarh,Muzaffargarh-II,NA-182,Muhammad Hussain,Independent
Muzaffargarh,Muzaffargarh-II,NA-182,Muhammad Kashif Fareed,Independent
Muzaffargarh,Muzaffargarh-II,NA-182,Muhammad Naeem Akhtar Khan,Independent
Muzaffargarh,Muzaffargarh-II,NA-182,Muhammad Yaseen,Independent
Muzaffargarh,Muzaffargarh-II,NA-182,Muhammad Yousaf ,Independent
Muzaffargarh,Muzaffargarh-II,NA-182,Mahar Irshad Ahmad Khan,Pakistan Peoples Party Parlimentarians
Muzaffargarh,Muzaffargarh-II,NA-182,Mehnaz Saeed,Independent
Muzaffargarh,Muzaffargarh-II,NA-182,Nawab Zada Muhammad Ahmed Khan Babar,Independent
Muzaffargarh,Muzaffargarh-I,NA-181,Ihsan -Ul-Haq Ahsan,Pakistan Peoples Party Parlimentarians
Muzaffargarh,Muzaffargarh-I,NA-181,Ahmad Yar,Independent
Muzaffargarh,Muzaffargarh-I,NA-181,Aftikhar Ali,Pakistan National Muslim League
Muzaffargarh,Muzaffargarh-I,NA-181,Benazir Fatima,Allah-o-Akbar Tehreek
Muzaffargarh,Muzaffargarh-I,NA-181,Khalida Perveen,Independent
Muzaffargarh,Muzaffargarh-I,NA-181,Farooq-ur-Rehman,Independent
Muzaffargarh,Muzaffargarh-I,NA-181,Muhammad Ashraf khan Rind,Independent
Muzaffargarh,Muzaffargarh-I,NA-181,Muhammad Sajjad Shahid,Independent
Muzaffargarh,Muzaffargarh-I,NA-181,Muhammad Shabbir Ali,Independent
Muzaffargarh,Muzaffargarh-I,NA-181,Malik Sultana Mehmood,Independent
Muzaffargarh,Muzaffargarh-I,NA-181,Malik Ghulam Mustafa Khar,Pakistan Tehreek-e-Insaf
Muzaffargarh,Muzaffargarh-III,NA-183,Arshad Iqbal,Mutthida Majlis-e-Amal pakistan
Muzaffargarh,Muzaffargarh-III,NA-183,Allah Bachaya,Tehreek-e-Labbaik Pakistan
Muzaffargarh,Muzaffargarh-III,NA-183,Imtiaz Hussain,Independent
Muzaffargarh,Muzaffargarh-III,NA-183,Amjad Noor Muhammad Khan,Independent
Muzaffargarh,Muzaffargarh-III,NA-183,Husnain Raza,Independent
Muzaffargarh,Muzaffargarh-III,NA-183,Zulfiqar Ali Dasti,Independent
Muzaffargarh,Muzaffargarh-III,NA-183,Raza Rabani Khar,Pakistan Peoples Party Parlimentarians
Muzaffargarh,Muzaffargarh-III,NA-183,Sajid Mehmood Ashraf,Independent
Muzaffargarh,Muzaffargarh-III,NA-183,Sadam Hussain,Independent
Muzaffargarh,Muzaffargarh-III,NA-183,Tariq Ahmed Gormani,Independent
Muzaffargarh,Muzaffargarh-III,NA-183,Fiaz Hussain,Independent
Muzaffargarh,Muzaffargarh-III,NA-183,Muhammad Zeeshan Gurmani,Independent
Muzaffargarh,Muzaffargarh-III,NA-183,Muhammad Saud,Independent
Muzaffargarh,Muzaffargarh-III,NA-183,Muhammad Arif Khan Baloch,Pakistan Muslim League(N)
Muzaffargarh,Muzaffargarh-III,NA-183,Muhammad Ali Raza Khar,Independent
Muzaffargarh,Muzaffargarh-III,NA-183,Malik Muhammad Rafeeq Khar,Pakistan Tehreek-e-Insaf
Muzaffargarh,Muzaffargarh-IV,NA-184,Amjad Ali,Independent
Muzaffargarh,Muzaffargarh-IV,NA-184,Bilal Ahmad Khan,Independent
Muzaffargarh,Muzaffargarh-IV,NA-184,Jamshed Ahmed,Pakistan Awami Raj
Muzaffargarh,Muzaffargarh-IV,NA-184,Syed Haroon Ahmad Sultan,Pakistan Muslim League(N)
Muzaffargarh,Muzaffargarh-IV,NA-184,Syeda Zahra Basit Bukhari,Pakistan Tehreek-e-Insaf
Muzaffargarh,Muzaffargarh-IV,NA-184,Azeem Qamar,Tehreek-e-Labbaik Pakistan
Muzaffargarh,Muzaffargarh-IV,NA-184,Ghulam Abbass ,Tehreek-e-Labbaik Pakistan
Muzaffargarh,Muzaffargarh-IV,NA-184,Muhammad Shahid,Mutthida Majlis-e-Amal pakistan
Muzaffargarh,Muzaffargarh-IV,NA-184,Muhammad Aown Hameed,Independent
Muzaffargarh,Muzaffargarh-IV,NA-184,Muhammad Ghayour,Independent
Muzaffargarh,Muzaffargarh-IV,NA-184,Makhdoomzada Syed Basit Ahmed Sultan,Independent
Muzaffargarh,Muzaffargarh-IV,NA-184,Malik Ahmed kareem Qaswer Langrial,Independent
Muzaffargarh,Muzaffargarh-IV,NA-184,Malik Anayat Ullah Khokar,Aman Taraqqi Party
Muzaffargarh,Muzaffargarh-IV,NA-184,Nawabzada Iftakhar Ahmed Khan Babar,Pakistan Peoples Party Parlimentarians
Muzaffargarh,Muzaffargarh-IV,NA-184,Nawabzada Mansoor Ahmed Khan,Independent
Muzaffargarh,Muzaffargarh-V,NA-185,jamshaid Ahmed,Pakistan Awami Raj
Muzaffargarh,Muzaffargarh-V,NA-185,rao atif ali khan,Independent
Muzaffargarh,Muzaffargarh-V,NA-185,Sayeda zahara basit bukhari,Independent
Muzaffargarh,Muzaffargarh-V,NA-185,azra parveen,Independent
Muzaffargarh,Muzaffargarh-V,NA-185,muhammad zafar ullah khan laghari,Independent
Muzaffargarh,Muzaffargarh-V,NA-185,muhammad masood saeedi,Tehreek-e-Labbaik Pakistan
Muzaffargarh,Muzaffargarh-V,NA-185,muhammad mazzam ali khan,Pakistan Tehreek-e-Insaf
Muzaffargarh,Muzaffargarh-V,NA-185,makhdom zada sayed basit ahmad sultan,Independent
Muzaffargarh,Muzaffargarh-VI,NA-186,sardar khizir hayat,Independent
Muzaffargarh,Muzaffargarh-VI,NA-186,Syed Haroon Ahmad Sultan,Pakistan Muslim League (N)
Muzaffargarh,Muzaffargarh-VI,NA-186,aamir talal khan,Pakistan Tehreek-e-Insaf
Muzaffargarh,Muzaffargarh-VI,NA-186,ghous bakhsh fareedi,Jamiat ulama-e-pakistan (noorani)
Muzaffargarh,Muzaffargarh-VI,NA-186,muhammad dawood khan,Pakistan Peoples Party Parlimentarians
Layyah,Layyah-I,NA-187,ALTAF HUSSAIN,Pakistan Peoples Party Parllamenttarians
Layyah,Layyah-I,NA-187,HASSAN AMEER,Independent
Layyah,Layyah-I,NA-187,SARDAR BAHADUR AHMED KHAN,Independent
Layyah,Layyah-I,NA-187,SYED ZULQARNAIN SABIR,All Pakistan Muslim League
Layyah,Layyah-I,NA-187,SYED ZAFAR HUSSAIN GILANI,Tehreek Labbaik Pakistan
Layyah,Layyah-I,NA-187,SAHIBZADA FAIZ UL HASSAN,Pakistan Labbaik Pakistan
Layyah,Layyah-I,NA-187,ABDUL RAOOF,Independent
Layyah,Layyah-I,NA-187,ABDUL MAJEED KHAN,Pakistan Tehreek-e-Insaf
Layyah,Layyah-I,NA-187,QAZI SHAH MARDAN ALVI,Pakistan Awami Raj
Layyah,Layyah-I,NA-187,MAHBOOB UL HASSAN,Independent
Layyah,Layyah-II,NA-188,ISHFAQ AHMED,Independent
Layyah,Layyah-II,NA-188,SOBIA RAMZAN,Independent
Layyah,Layyah-II,NA-188,SAJJAD AHMED,Independent
Layyah,Layyah-II,NA-188,SYED MUHAMMAD SAQLAIN BUKHARI,Pakistan Muslim League (n)
Layyah,Layyah-II,NA-188,ATIQ UR RAHMAN MIRANI,Tehreek Labbaik Pakistan
Layyah,Layyah-II,NA-188,GHULAM ABBAS,Independent
Layyah,Layyah-II,NA-188,KALSOOM KHALIQ,Independent
Layyah,Layyah-II,NA-188,MUHAMMAD BILAL,MUTTIHIDA MAJLIS-E-AMAL PAKISTAN
Layyah,Layyah-II,NA-188,MUHAMMAD RAMZAN,Parkistan Peoples Party Parllamenttarians
Layyah,Layyah-II,NA-188,MUHAMMAD FARRUKH CHEEMA,All Pakistan Muslim League
Layyah,Layyah-II,NA-188,NAIZ AHMED,Pakistan Tehreek-e-Insaf
Dera Ghazi Khan,Dera Ghazi Khan-I,NA-189,AMEER MUHAMMAD ZULQERNAIN,Independent
Dera Ghazi Khan,Dera Ghazi Khan-I,NA-189,JAMSHAID AHMED ,Pakistan Awami Raj
Dera Ghazi Khan,Dera Ghazi Khan-I,NA-189,HAFEEZ UR REHMAN BALOCH,All Pakistan Muslim League
Dera Ghazi Khan,Dera Ghazi Khan-I,NA-189,KHAWJA SHERAZ MEHMOOD,Pakistan Tehreek-e-Insaf
Dera Ghazi Khan,Dera Ghazi Khan-I,NA-189,KHAWJA ATTA ULLAH,Pakistan Peoples Party Parllamenttarians
Dera Ghazi Khan,Dera Ghazi Khan-I,NA-189,KHAWJA MUDASSAR MEHMOOD,MUTTIHIDA MAJLIS-E-AMAL PAKISTAN
Dera Ghazi Khan,Dera Ghazi Khan-I,NA-189,RASHIDA NASEEM,Aam Admi Tehreek Pakistan
Dera Ghazi Khan,Dera Ghazi Khan-I,NA-189,SARDAR CONFCIUS IMAM QAISRANI,Independent
Dera Ghazi Khan,Dera Ghazi Khan-I,NA-189,SHAMOONA AMBREEN,Pakistan Muslim League (n)
Dera Ghazi Khan,Dera Ghazi Khan-I,NA-189,SOOBA KHAN,Independent
Dera Ghazi Khan,Dera Ghazi Khan-I,NA-189,ZAFAR IQBAL,Independent
Dera Ghazi Khan,Dera Ghazi Khan-I,NA-189,ABDUL RAUF,National Party
Dera Ghazi Khan,Dera Ghazi Khan-I,NA-189,MUHAMMAD IQBAL,Independent
Dera Ghazi Khan,Dera Ghazi Khan-I,NA-189,MUHAMMAD ARIF ASLAM,Independent
Dera Ghazi Khan,Dera Ghazi Khan-I,NA-189,MUSHTAQ AHMED MUNDRANI,Tehreek Labbaik Pakistan
Dera Ghazi Khan,Dera Ghazi Khan-II,NA-190,ASHFAQ SARWAR DASTI,Independent
Dera Ghazi Khan,Dera Ghazi Khan-II,NA-190,SARDAR ZULFIQAR ALI KHAN KHOSA,Pakistan Tehreek-e-Insaf
Dera Ghazi Khan,Dera Ghazi Khan-II,NA-190,SARDAR MUHAMMAD IRFAN ULLAH KHOSA,Pakistan Peoples Party Parllamenttarians
Dera Ghazi Khan,Dera Ghazi Khan-II,NA-190,GHULAM MUSTAFA LASHARI,Tehreek Labbaik Pakistan
Dera Ghazi Khan,Dera Ghazi Khan-II,NA-190,MUHAMMAD AMJAD FAROOQ KHAN KHOSA,Independent
Dera Ghazi Khan,Dera Ghazi Khan-III,NA-191,AHMAD BAKHSH,Allah-o-Akbar Tehreek
Dera Ghazi Khan,Dera Ghazi Khan-III ,NA-191,IZHAR-UL-HAQ QURESHI SIDDIQUE,MUTTIHIDA Qaumi Movement PAKISTAN
Dera Ghazi Khan,Dera Ghazi Khan-III,NA-191,PARVEEN AKHTAR,Pakistan Peoples Party Parllamenttarians
Dera Ghazi Khan,Dera Ghazi Khan-III,NA-191,TANVEER AHMAD,Independent
Dera Ghazi Khan,Dera Ghazi Khan-III,NA-191,JAVED IQBAL,Independent
Dera Ghazi Khan,Dera Ghazi Khan-III,NA-191,KHALEEL AHMAD,Independent
Dera Ghazi Khan,Dera Ghazi Khan-III,NA-191,ZARTAJ GULL,Pakistan Tehreek-e-Insaf
Dera Ghazi Khan,Dera Ghazi Khan-III,NA-191,SARDAR AWAIS AHMED KHAN LEGHARI,Pakistan Muslim League (n)
Dera Ghazi Khan,Dera Ghazi Khan-III,NA-191,SARDAR DOST MUHAMMAD KHAN KHOSA,Independent
Dera Ghazi Khan,Dera Ghazi Khan-III,NA-191,ABDUL REHMAN S.O HAJI MUHAMMAD,Independent
Dera Ghazi Khan,Dera Ghazi Khan-III,NA-191,ABDUL REHMAN S.O MUHAMMAD AKBAR,Tehreek Labbaik Pakistan
Dera Ghazi Khan,Dera Ghazi Khan-III,NA-191,MUHAMMAD ALI FAISAL,All Pakistan Muslim League (Jinnah)
Dera Ghazi Khan,Dera Ghazi Khan-III,NA-191,MUHAMMAD NAEEM,Pakistan Sunni Tehreek
Dera Ghazi Khan,Dera Ghazi Khan-IV,NA-192,AHMAD BAKHSH,Allah-o-Akbar Tehreek
Dera Ghazi Khan,Dera Ghazi Khan-IV,NA-192,SIRDAR MUHAMMAD KHAN LEGHARI,Pakista Tehreek-e-Insaf
Dera Ghazi Khan,Dera Ghazi Khan-IV,NA-192,SARDAR MUHAMMAD IRFAN ULLAH KHOSA,Pakistan Peoples Party Parllamenttarians
Dera Ghazi Khan,Dera Ghazi Khan-IV,NA-192,SYED MUNIR HUSSAIN,Tehreek-e-Labbaik Pakistan
Dera Ghazi Khan,Dera Ghazi Khan-IV,NA-192,MAKHDOOM SYED EJAZ HUSSAIN NAQVI,Pakistan Justice & Democratic Party
Dera Ghazi Khan,Dera Ghazi Khan-IV,NA-192,MIAN MUHAMMAD SHEHBAZ SHARIF,Pakistan Muslin League (N)
Jacobabad,Jacobabad,NA-196,AIJAZ HUSSAIN JAKHRANI,Pakistan Peoples Party Parllamenttarians
Jacobabad,Jacobabad,NA-196,KHALID NAWAZ JAKHRANI,Independent
Jacobabad,Jacobabad,NA-196,SHARIF KHAN,Independent
Jacobabad,Jacobabad,NA-196,SHAFIQ AHMED KHOSO,Independent
Jacobabad,Jacobabad,NA-196,ZAHEER AHMED,Pak Sarzameen Party
Jacobabad,Jacobabad,NA-196,ABDUL GHANI AG ANSARI,Mutthida majlis Amal Pakistan
Jacobabad,Jacobabad,NA-196,ABDUL WAHID,Pakistan rah-e-haq Party
Jacobabad,Jacobabad,NA-196,FAHAD KHAN,Independent
Jacobabad,Jacobabad,NA-196,MUHAMMAD MIAN SOOMRO,Pakistan Tehreek-e-Insaf
Jacobabad,Jacobabad,NA-196,MAULA BUKHSH SOOMRO,Independent
Jacobabad,Jacobabad,NA-196,NAWAB ALI,Independent
Kashmore,Kashmore,NA-197,EHSAN-UR-REHMAN MAZARI,Pakistan Peoples Party Parllamenttarians
Kashmore,Kashmore,NA-197,UMED ALI,Independent
Kashmore,Kashmore,NA-197,KHADIN HUSSAIN,Independent
Kashmore,Kashmore,NA-197,ZULFIQAR ALI,Independent
Kashmore,Kashmore,NA-197,RAJ KUMAR,Independent
Kashmore,Kashmore,NA-197,RAB NAWAZ,Independent
Kashmore,Kashmore,NA-197,SHOAIB KHAN KHOSO,Independent
Kashmore,Kashmore,NA-197,SHANSHER ALI MAZARI,MUTTIHIDA MAJLIS-E-AMAL PAKISTAN
Kashmore,Kashmore,NA-197,ABDUL AZIZ SAMEJO,Independent
Kashmore,Kashmore,NA-197,ABDUL GHANI BIJARANI,G.D.A
Kashmore,Kashmore,NA-197,FAIQUE ALI JAKHRANI,Majlis-e-Wahdat-e-Muslimeen Pakistan
Kashmore,Kashmore,NA-197,FATEHDIN KHAN,Independent
Kashmore,Kashmore,NA-197,MUHAMMAD BUX JAKHRANI,Independent
Kashmore,Kashmore,NA-197,MUHAMMAD ALI,Independent
Kashmore,Kashmore,NA-197,MIR SALMAN KHAN BIJARANI,Independent
Kashmore,Kashmore,NA-197,MIR IRFAN ALI KHAN BIRJANI,Independent
Kashmore,Kashmore,NA-197,MIN GHALIB HUSSAIN KHAN,Independent
Kashmore,Kashmore,NA-197,NAREESH KUMAR,Independent
Kashmore,Kashmore,NA-197,MAZAR ALI KHAN,Independent
Shikarpur,Shikarpur-I,NA-198,AKBAR KHAN,Independent
Shikarpur,Shikarpur-I,NA-198,AMEER ALI KATOI,Independent
Shikarpur,Shikarpur-I,NA-198,AFTAB AHMED SOOMRO,Pakistan Tehreek-e-Insaf
Shikarpur,Shikarpur-I,NA-198,ZOHAIB JATOI,Independent
Shikarpur,Shikarpur-I,NA-198,SYED MOMIN ALI SHAH,Independent
Shikarpur,Shikarpur-I,NA-198,ABID HUSSAIN BHAYO,Pakistan Peoples Party Parllamenttarians
Shikarpur,Shikarpur-I,NA-198,ABID HUSSAIN JATOI,Independent
Shikarpur,Shikarpur-I,NA-198,ABDUL BARI,Independent
Shikarpur,Shikarpur-I,NA-198,ABDULLAH PAHORE,MUTTAHIDA MAJLIS-E-AMAL Pakistan
Shikarpur,Shikarpur-I,NA-198,IRFAN AHMED KHAN JATOI,Independent
Shikarpur,Shikarpur-I,NA-198,MUHAMMAD IBRAHIM JATOI,Independent
Shikarpur,Shikarpur-I,NA-198,NAEEM AHMED KHAN JATOI,Independent
Shikarpur,Shikarpur-I,NA-198,WAHID BUX BHAYA,Independent
Shikarpur,Shikarpur-II,NA-199,ISRAR ASLAM ABRO,Independent
Shikarpur,Shikarpur-II,NA-199,BUKSH KHAN MAHAR,Independent
Shikarpur,Shikarpur-II,NA-199,ZULFIKAR ALI KAMARIO,Pakistan Peoples Party Parllamenttarians
Shikarpur,Shikarpur-II,NA-199,ABDULLAH PAHORE,Mutthida majlis Amal Pakistan
Shikarpur,Shikarpur-II,NA-199,GHOUS BUX KHAN MAHAR,Grand Democratic Alliance
Shikarpur,Shikarpur-II,NA-199,QAMARUDDIN ABRO,Independent
Shikarpur,Shikarpur-II,NA-199,MUHAMMAD ARIF KHAN MAHAR,Independent
Shikarpur,Shikarpur-II,NA-199,NAJAF ALI KHAN KAMARIO,Independent
Larkana,Larkana-I,NA-200,BASHIR AHMED,Independent
Larkana,Larkana-I,NA-200,BILAWAL BHUTTO ZARDARI,Pakistan Peoples Party Parllamenttarians
Larkana,Larkana-I,NA-200,HALIMA BHUTTO,Pakistan Tehreek-e-Insaf
Larkana,Larkana-I,NA-200,KHAIR MUHAMMAD,Independent
Larkana,Larkana-I,NA-200,RASHID MEHMOOD SOOMRO,Mutthida majlis Amal Pakistan
Larkana,Larkana-I,NA-200,TARIQUE HUSSAIN S.O AIJAZ ALI,Independent
Larkana,Larkana-I,NA-200,TARIQUE HUSSAIN ,Independent
Larkana,Larkana-I,NA-200,ZAHEER KHAN,Independent
Larkana,Larkana-I,NA-200,ABID HUSSAIN,Independent
Larkana,Larkana-I,NA-200,AZIZULLAH BHUTTO,Independent
Larkana,Larkana-I,NA-200,ALI NAWAZ KUNBHAR,Pakistan Sunni Tehreek
Larkana,Larkana-I,NA-200,INAYAT ALI UMRANI,Pakistan Peoples Party (Shaheed Bhutto)
Larkana,Larkana-I,NA-200,GHULAM MURTAZA,Independent
Larkana,Larkana-I,NA-200,GHULAM MURTAZA S.O SHAH MUHAMMAD SOOMRO,Independent
Larkana,Larkana-I,NA-200,GUL HASSAN ,Independent
Larkana,Larkana-I,NA-200,MUHABAT ALI,Independent
Larkana,Larkana-I,NA-200,MEHBOOB ALI,Pak Sarzameen Party
Larkana,Larkana-I,NA-200,MUSHTAQUE HUSSAIN BURIRO,Independent
Larkana,Larkana-II,NA-201,ALLAH BUX UNAR,Grand Democratic Alliance
Larkana,Larkana-II,NA-201,KHURSHEED AHMED JUNEJO,Pakistan Peoples Party Parllamenttarians
Larkana,Larkana-II,NA-201,SAIFULLAH ABRO,Independent
Larkana,Larkana-II,NA-201,SHAFQAT HUSSAIN UNAR GHULAM MURTAZA SHAH,Independent
Larkana,Larkana-II,NA-201,GHULAM MURTAZA SHAH,Independent
Larkana,Larkana-II,NA-201,QURAT-UL-AIN,Pakistan Tehreek-e-Insaf
Larkana,Larkana-II,NA-201,MUHAMMAD ALI BUGHIO,Independent
Larkana,Larkana-II,NA-201,NAZIR AHMED BUGHIO,Independent
Kamber-shahdakot,kambar-shahdakot-1,NA-202,Akhter Hussain Shaikh,Independent
Kamber-shahdakot,kambar-shahdakot-1,NA-202,Ayaz Hussain,Independent
Kamber-shahdakot,kambar-shahdakot-1,NA-202,Aftab Shahban Mirani,Pakistan Peoples Party Parlimentarians
Kamber-shahdakot,kambar-shahdakot-1,NA-202,Rabb Nawaz Tunia,Independent
Kamber-shahdakot,kambar-shahdakot-1,NA-202,Sarfaraz Ahmed,PPP Shaheed Bhutto
Kamber-shahdakot,kambar-shahdakot-1,NA-202,Sultan Ahmen Khan Khuhawar,Independent
Kamber-shahdakot,kambar-shahdakot-1,NA-202,Saifullah Abro,Independent
Kamber-shahdakot,kambar-shahdakot-1,NA-202,Liaqat Ali,Independent
Kamber-shahdakot,kambar-shahdakot-1,NA-202,Musarrat Shah,Pakistan Tehreek-e-Insaaf
Kamber-shahdakot,kambar-shahdakot-1,NA-202,Muzafar Ali Brohi,Independent
Kamber-shahdakot,kambar-shahdakot-1,NA-202,Mir Imran,Independent
Kamber-shahdakot,kambar-shahdakot-1,NA-202,Nasir Mahmood,Muttahida Majlis-e-Amal Pakistan
Kamber-shahdakot,kambar-shahdakot-1,NA-202,Nazeer Hussain Magsi,Independent
Kamber-shahdakot,kambar-shahdakot-2,NA-203,Zulfiqar Ali,Awami Worker Party
Kamber-shahdakot,kambar-shahdakot-2,NA-203,Sakhawat Ali,Pakistan Tehreek-e-Insaaf
Kamber-shahdakot,kambar-shahdakot-2,NA-203,Saifullah Abro,Independent
Kamber-shahdakot,kambar-shahdakot-2,NA-203,Abdul Manan Chandio,Independent
Kamber-shahdakot,kambar-shahdakot-2,NA-203,Ghulam Murtaza Shah,Independent
Kamber-shahdakot,kambar-shahdakot-2,NA-203,Faiz Muhammad,Grand Democratic Alliance
Kamber-shahdakot,kambar-shahdakot-2,NA-203,Muhib Ali phulpoto,Sindh United Party
Kamber-shahdakot,kambar-shahdakot-2,NA-203,Muhammad Hussam,Independent
Kamber-shahdakot,kambar-shahdakot-2,NA-203,Mir Amer Ali Khan Magsi,Pakistan Peoples Party Parlimentarians
Kamber-shahdakot,kambar-shahdakot-2,NA-203,Nawabuddin,PPP Shaheed Bhutto
Kamber-shahdakot,kambar-shahdakot-2,NA-203,Nawabzada Rehan Chandio,Independent
Ghotki,Ghotki-1,NA-204,Jam Waseem Ahmed,Independent
Ghotki,Ghotki-1,NA-204,Khalid Ahmed Khan Lund,Pakistan Peoples Party Parlimentarians
Ghotki,Ghotki-1,NA-204,Shahbaz Ahmed Khan Lund,Independent
Ghotki,Ghotki-1,NA-204,Abdul Haque Alias Mian Mitha,Independent
Ghotki,Ghotki-1,NA-204,Abdul Wahab,Pakistan Justice & Democratic Party
Ghotki,Ghotki-1,NA-204,Lutfullah,Pakistan Rah-e-Haq Party
Ghotki,Ghotki-1,NA-204,Muhammad Ishaq Laghari,Independent
Ghotki,Ghotki-1,NA-204,Muhammad Yousif,Mutthida Majlis-e-Amal Pakistan
Ghotki,Ghotki-1,NA-204,Mian Rafique Ahmed,Independent
Ghotki,Ghotki-1,NA-204,Hallar Khan Pittafi,Independent
Ghotki,Ghotki-2,NA-205,Ahsanullah,Pakistan Peoples Party Parlimentarians
Ghotki,Ghotki-2,NA-205,Ikramullah Khan,Independent
Ghotki,Ghotki-2,NA-205,Jam Asif Razzak Khan,Independent
Ghotki,Ghotki-2,NA-205,Abdul Razzaque,Independent
